iter	Logloss
222	0.02949949113
223	0.02914988496
224	0.02880871163
225	0.02867628392
226	0.02852770845
227	0.02828071807
228	0.02818773947
229	0.02810240463
230	0.02788913976
231	0.02765141218
232	0.02740962961
233	0.02718195966
234	0.02695463758
235	0.02676269655
236	0.02658801944
237	0.0263941925
238	0.02621830108
239	0.026046892
240	0.02591871612
241	0.02570812633
242	0.02557894267
243	0.02550664219
244	0.02523088484
245	0.0250668225
246	0.02489775593
247	0.02467650197
248	0.02450803157
249	0.02416745767
250	0.0240404879
251	0.02382246477
252	0.02360144087
253	0.02348526323
254	0.02311049566
255	0.02301157969
256	0.02289158883
257	0.02270775362
258	0.02253379286
259	0.02226056531
260	0.02212600839
261	0.02187778478
262	0.0217770465
263	0.02162339987
264	0.02140675771
265	0.02107453556
266	0.02088358734
267	0.02064951475
268	0.02052061114
269	0.02042230209
270	0.02012846369
271	0.01989355554
272	0.01961884107
273	0.01945966412
274	0.01936338932
275	0.01924078674
276	0.01910345516
277	0.01897485651
278	0.01884297096
279	0.01870726006
280	0.01849474143
281	0.01830579822
282	0.01819345619
283	0.01805550462
284	0.01791137965
285	0.01763286044
286	0.01736608608
287	0.01727109867
288	0.01710873765
289	0.01697890666
290	0.01683072002
291	0.01673602837
292	0.0166511992
293	0.0164392425
294	0.01637655986
295	0.01613247862
296	0.01596810644
297	0.01580522732
298	0.01564730126
299	0.01557852671
300	0.0154567692
301	0.01536328805
302	0.01524599902
303	0.01504911548
304	0.01496635495
305	0.01490261336
306	0.01467891502
307	0.01456082992
308	0.01444304043
309	0.01436705833
310	0.01425713742
311	0.01415434449
312	0.01415427133
313	0.01407253169
314	0.01399747476
315	0.01389284326
316	0.01374659001
317	0.01361092546
318	0.01352170021
319	0.01341739692
320	0.01341581691
321	0.01338288586
322	0.01332807426
323	0.01323130819
324	0.01305461335
325	0.01298241642
326	0.01297935856
327	0.01297928645
328	0.01297924553
329	0.01297923589
330	0.01297919158
331	0.01297909105
332	0.01297898794
333	0.01297837238
334	0.0129748877
335	0.01297484819
336	0.01297462259
337	0.01297430956
338	0.01297416108
339	0.01293835471
340	0.01280893413
341	0.01271188704
342	0.01260954124
343	0.01252656548
344	0.01243202017
345	0.01243173485
346	0.01243135881
347	0.01243131346
348	0.0124311288
349	0.01243080669
350	0.01234504772
351	0.01227071086
352	0.01216703363
353	0.01209368258
354	0.01203052226
355	0.01195583604
356	0.01195538324
357	0.0119553185
358	0.01195528055
359	0.01194916507
360	0.01187888685
361	0.01187845289
362	0.01186473051
363	0.01180419624
364	0.01171402055
365	0.01171383254
366	0.01171290852
367	0.01171290507
368	0.01168359032
369	0.01159404404
370	0.01152464589
371	0.01146517646
372	0.01141981303
373	0.01133428233
374	0.01125739611
375	0.01124178343
376	0.01124173586
377	0.01124145391
378	0.01121318257
379	0.01111938994
380	0.01111933146
381	0.01111931775
382	0.01111931775
383	0.01106659767
384	0.01106659767
385	0.01099994135
386	0.0109208457
387	0.01081743189
388	0.0107297946
389	0.01063589938
390	0.01051198316
391	0.01042121846
392	0.01042102814
393	0.01042093067
394	0.01042087855
395	0.01042078744
396	0.01042039845
397	0.01042023184
398	0.01042018012
399	0.01036276527
400	0.01029703843
401	0.01029701482
402	0.01029679849
403	0.01029487653
404	0.01027482607
405	0.0102747147
406	0.01027468814
407	0.01027465722
408	0.01027465722
409	0.01027454605
410	0.01027446903
411	0.01027290694
412	0.01027281622
413	0.01027273158
414	0.01027196799
415	0.01027194998
416	0.01027176606
417	0.0102716265
418	0.01027155882
419	0.01027130883
420	0.01027113474
421	0.01027105723
422	0.01027104608
423	0.0102710232
424	0.01027094635
425	0.01027090044
426	0.0102678755
427	0.01021393609
428	0.01013539785
429	0.01006519226
430	0.01006517174
431	0.01006501843
432	0.01006494477
433	0.01006488872
434	0.010064793
435	0.01006387103
436	0.009998434099
437	0.009998378705
438	0.009998327105
439	0.009998274553
440	0.009998199124
441	0.009998063549
442	0.009998038431
443	0.00999612711
444	0.00992801604
445	0.009848752871
446	0.009848752871
447	0.009848554736
448	0.009848491273
449	0.009848460834
450	0.009848183363
451	0.009848128233
452	0.009848084847
453	0.009848064829
454	0.009848036616
455	0.009847991273
456	0.009847976326
457	0.009847960863
458	0.009792608182
459	0.009792549203
460	0.0097918415
461	0.009791352675
462	0.009791285536
463	0.009790785008
464	0.009761500577
465	0.009761096959
466	0.009755494116
467	0.009755409873
468	0.009755401952
469	0.009755379449
470	0.009754820571
471	0.009754820571
472	0.009754756543
473	0.009736131708
474	0.00973601241
475	0.009736002204
476	0.009735977607
477	0.009735752197
478	0.009734654731
479	0.009734580021
480	0.009734529002
481	0.009734443297
482	0.009724813369
483	0.009640706996
484	0.009640499839
485	0.009588375789
486	0.00951408091
487	0.009446404631
488	0.009446344108
489	0.009434117662
490	0.009433983648
491	0.009367136565
492	0.009280207203
493	0.009216975937
494	0.009216925062
495	0.00916506183
496	0.009164775875
497	0.009164775875
498	0.009164578552
499	0.009121637806
500	0.009121487283
501	0.009121450032
502	0.009121359585
503	0.009121341714
504	0.009121341714
505	0.009121341714
506	0.009121311561
507	0.009017080566
508	0.009016959729
509	0.009016959729
510	0.00901688112
511	0.009016866316
512	0.009016858849
513	0.009016754259
514	0.009016740234
515	0.009016707296
516	0.009016707296
517	0.00901629581
518	0.009016219643
519	0.009016200813
520	0.009016142371
521	0.009016118424
522	0.009016107727
523	0.009016083509
524	0.009015995522
525	0.009015970254
526	0.00901596027
527	0.009009504278
528	0.009009451362
529	0.009009447711
530	0.009009362165
531	0.00900934476
532	0.009009278941
533	0.009008294903
534	0.009007097387
535	0.008984854004
536	0.008984772556
537	0.008984645213
538	0.008984610657
539	0.008984583283
540	0.008984569866
541	0.008984150478
542	0.008984115369
543	0.008983856567
544	0.008983856567
545	0.008983804702
546	0.008960731754
547	0.008919763654
548	0.008836497331
549	0.008793988713
550	0.008793847556
551	0.008793798687
552	0.008793603545
553	0.008793467066
554	0.008793458065
555	0.008793433159
556	0.008793381401
557	0.008793367553
558	0.008793367553
559	0.008793357034
560	0.008791921033
561	0.008791765543
562	0.00879176327
563	0.008791748255
564	0.008791726188
565	0.008791614574
566	0.00879146641
567	0.008791283811
568	0.008791206448
569	0.008735289145
570	0.00873506255
571	0.008734926395
572	0.008734878521
573	0.008734854181
574	0.008734834519
575	0.008734830528
576	0.008734813727
577	0.008734780951
578	0.008734663581
579	0.008734617765
580	0.008734337277
581	0.008718357553
582	0.008718357553
583	0.008717796992
584	0.008688114155
585	0.008635640124
586	0.008635523954
587	0.008635171314
588	0.008635103083
589	0.008635092201
590	0.008634341744
591	0.008633769817
592	0.008633686385
593	0.008633686385
594	0.008633655242
595	0.00863358021
596	0.008625775428
597	0.008625675786
598	0.008625598531
599	0.008625532612
600	0.008625233594
601	0.008625197022
602	0.008625176488
603	0.008625121191
604	0.008625091388
605	0.008624755029
606	0.008620015005
607	0.008609110299
608	0.008604976611
609	0.008603705854
610	0.008603621588
611	0.008603216176
612	0.00860320433
613	0.008603043046
614	0.008602982465
615	0.008602972027
616	0.008602931912
617	0.008602853249
618	0.008602681819
619	0.008602627892
620	0.008602576119
621	0.00860253486
622	0.008602435205
623	0.008602429008
624	0.008602281729
625	0.008580611168
626	0.008580609563
627	0.008531569526
628	0.008531354671
629	0.008531310305
630	0.008531280776
631	0.008531233218
632	0.008531115614
633	0.008530563872
634	0.008530389706
635	0.00850557557
636	0.008505053987
637	0.008505053987
638	0.008505035269
639	0.008503821947
640	0.008503793268
641	0.008503789749
642	0.008503691897
643	0.008503633976
644	0.008503303327
645	0.00850327389
646	0.008503230925
647	0.008503196506
648	0.008503173386
649	0.008501941197
650	0.008440378066
651	0.008440378066
652	0.008439772956
653	0.008419180594
654	0.008391132046
655	0.008390796759
656	0.008390005695
657	0.008389967428
658	0.008389967428
659	0.008389851231
660	0.008389851231
661	0.008389814746
662	0.00838940499
663	0.008389355288
664	0.008389236
665	0.008389094412
666	0.008389075251
667	0.008389072131
668	0.008388985591
669	0.008388952907
670	0.00838335608
671	0.00838335608
672	0.008383347901
673	0.008383292134
674	0.008383273148
675	0.008383165085
676	0.008383165085
677	0.008382939984
678	0.00838292378
679	0.00838283773
680	0.008382797965
681	0.008381666152
682	0.008381662548
683	0.00838141358
684	0.008381373249
685	0.008381304697
686	0.008381083134
687	0.008381016343
688	0.008380987532
689	0.008380838139
690	0.008380782589
691	0.008380552062
692	0.00838054287
693	0.008380373529
694	0.00838036491
695	0.008380258985
696	0.008379920951
697	0.008379841269
698	0.008379789561
699	0.008379762165
700	0.00837967351
701	0.008379387308
702	0.008379382237
703	0.008378899818
704	0.008378620835
705	0.008378582984
706	0.008378547112
707	0.008378534255
708	0.008375847536
709	0.008375655532
710	0.008374741331
711	0.008370930072
712	0.008370930072
713	0.008370905198
714	0.008370797603
715	0.008370762515
716	0.008370717756
717	0.008370569076
718	0.008370558295
719	0.008370532448
720	0.008370516024
721	0.00837043037
722	0.008370401244
723	0.00836584395
724	0.008365809382
725	0.008365750396
726	0.008365649789
727	0.008365568942
728	0.008365438569
729	0.00836537187
730	0.008365349521
731	0.008365250851
732	0.008365203865
733	0.008365203865
734	0.008364828198
735	0.008363916727
736	0.00834409546
737	0.00834402546
738	0.008344013589
739	0.008343987798
740	0.008340044197
741	0.008340025696
742	0.008339784168
743	0.008339770912
744	0.008339734135
745	0.008339657463
746	0.00833959398
747	0.008339581053
748	0.008339450651
749	0.008339399223
750	0.008339365411
751	0.00833931242
752	0.008339308917
753	0.008339253559
754	0.008339215198
755	0.008339115757
756	0.008338997363
757	0.008338940264
758	0.008338910923
759	0.008338552444
760	0.008338523549
761	0.00833848289
762	0.008338039289
763	0.008337999616
764	0.008337588193
765	0.008333109174
766	0.008333093832
767	0.008333085504
768	0.008333039051
769	0.008330354528
770	0.008329717735
771	0.00832964793
772	0.008329565363
773	0.00832948977
774	0.008329467802
775	0.008317125189
776	0.008317101064
777	0.008316918505
778	0.008316835998
779	0.008316817889
780	0.008316798727
781	0.008316534905
782	0.008315834455
783	0.008315563609
784	0.008315535699
785	0.00831552702
786	0.008315492318
787	0.008314851278
788	0.008314845791
789	0.00831478772
790	0.008314672029
791	0.008314647458
792	0.008314561295
793	0.008299640699
794	0.008299500981
795	0.008299471234
796	0.008299471234
797	0.00829946887
798	0.00829946887
799	0.008266541586
800	0.008266498123
801	0.008265984245
802	0.008265569041
803	0.008265547038
804	0.008265536181
805	0.008265398923
806	0.008265384498
807	0.008265329646
808	0.008265318318
809	0.008265300997
810	0.008265275923
811	0.008265173085
812	0.008265168674
813	0.008264977925
814	0.008264839561
815	0.008264135012
816	0.008264122282
817	0.008263951321
818	0.008263911279
819	0.008263795076
820	0.008263789307
821	0.008263764673
822	0.008263724699
823	0.008263667229
824	0.008263634811
825	0.00826362223
826	0.008256080362
827	0.008255668028
828	0.00825563003
829	0.008255499533
830	0.008255480679
831	0.008255455885
832	0.008255321452
833	0.008255321452
834	0.00825519091
835	0.008255118243
836	0.008251718571
837	0.008251690923
838	0.008250917496
839	0.008250691867
840	0.008250450203
841	0.008250450203
842	0.008250439474
843	0.008249986994
844	0.008249935136
845	0.008249932527
846	0.008249728947
847	0.008249665348
848	0.008249283193
849	0.008249231533
850	0.008249192408
851	0.008249076751
852	0.008248900907
853	0.008248857091
854	0.008248665296
855	0.008248648814
856	0.008248208015
857	0.008248143039
858	0.008248028137
859	0.008247997415
860	0.008247929839
861	0.008247694786
862	0.008247350382
863	0.008247272212
864	0.008247177927
865	0.008247099724
866	0.008247092606
867	0.008246974519
868	0.008246571949
869	0.00824652813
870	0.008246395843
871	0.008246183853
872	0.008246180614
873	0.008246180614
874	0.008246171034
875	0.008246118985
876	0.008246074953
877	0.008246052076
878	0.008245983346
879	0.00824569797
880	0.008245614113
881	0.008245603192
882	0.008242675825
883	0.008242577184
884	0.008242473964
885	0.00824238726
886	0.008242327956
887	0.008242240371
888	0.008242204105
889	0.008242127866
890	0.008242111215
891	0.008228197402
892	0.008200618098
893	0.008118508354
894	0.008117853079
895	0.008117791024
896	0.008117734458
897	0.008117734458
898	0.008117723142
899	0.008091379765
900	0.008091373044
901	0.008091310108
902	0.008091136179
903	0.008091136179
904	0.008090719837
905	0.00809065382
906	0.008090650344
907	0.008090586522
908	0.008090554151
909	0.00809047724
910	0.008090401675
911	0.008090349129
912	0.008089441824
913	0.008089347105
914	0.008089334655
915	0.0080892649
916	0.008088982563
917	0.008088856075
918	0.008088799958
919	0.008088759687
920	0.008045721249
921	0.008045557773
922	0.008045548645
923	0.008045485001
924	0.008045207709
925	0.008045175938
926	0.008045122049
927	0.008044945857
928	0.008044917796
929	0.008044910297
930	0.008044892059
931	0.008044565342
932	0.008044545878
933	0.00804441036
934	0.008044377887
935	0.008044365148
936	0.00804429586
937	0.008044246453
938	0.008044209921
939	0.008043852479
940	0.008038520985
941	0.007980050061
942	0.007924061032
943	0.007869199916
944	0.007869175688
945	0.007869051577
946	0.007869043314
947	0.007868824407
948	0.007868824407
949	0.007868801099
950	0.007868717624
951	0.007868586409
952	0.007868575232
953	0.007868372575
954	0.007868284815
955	0.0078681794
956	0.007868043445
957	0.007868001389
958	0.007867971168
959	0.007867938265
960	0.007867606379
961	0.007867603822
962	0.007867440958
963	0.007867225439
964	0.007867215077
965	0.007867215077
966	0.007867119436
967	0.007867099182
968	0.007867057264
969	0.007867046708
970	0.007867046708
971	0.00786700186
972	0.0078666393
973	0.007866392648
974	0.00786566779
975	0.007865309015
976	0.007865288495
977	0.007865182709
978	0.00786513705
979	0.007865119822
980	0.007865058304
981	0.007865051213
982	0.007864968242
983	0.007864844253
984	0.007864844253
985	0.007864356384
986	0.007864273837
987	0.007855002764
988	0.007854509716
989	0.007854509716
990	0.007854471829
991	0.007799540846
992	0.007743686134
993	0.007743645534
994	0.007743631654
995	0.007743492175
996	0.007743327238
997	0.007743232502
998	0.007743188449
999	0.007743026791
